0, 1020.000000, 1140.000000, 1250.389401, 1250.389401
1, 1020.000000, 1069.612329, 900.000000, 900.000000
2, 1569.610599, 900.000000, 1069.612329, 1069.612329
3, 1409.916674, 1884.283205, 900.000000, 900.000000
4, 1045.798391, 900.000000, 1260.000000, 1104.742183
5, 1275.186840, 1068.615623, 1068.615623, 899.999999
6, 1106.571216, 899.999999, 899.999999, 1546.075000
7, 1070.444656, 1625.117262, 2105.117262, 1167.318822
8, 1419.723389, 1393.924998, 1873.924998, 899.999998
9, 1019.999998, 899.999998, 899.999998, 899.999998
10, 899.999998, 1139.999998, 1259.999998, 1379.999998
11, 1044.956973, 924.956973, 924.956973, 924.956973
12, 1019.999998, 899.999998, 899.999998, 899.999998
13, 899.999998, 1021.658855, 1027.318813, 1147.318813
14, 1273.966342, 899.999997, 905.659955, 1025.659955
15, 1248.492756, 1153.966342, 1153.966342, 1153.966342
16, 1587.120746, 1351.198550, 1351.198550, 1351.198550
17, 1591.198550, 1948.779603, 2074.439561, 2308.514420
18, 1745.480732, 2095.632348, 2095.632348, 899.999997
19, 2263.207405, 2034.714646, 2160.374604, 2095.632348
20, 1668.757939, 1440.265180, 1565.925138, 2394.449463
21, 1376.047886, 1726.199502, 1726.199502, 1494.741228
22, 1730.630291, 1502.137532, 1627.797490, 1726.199502
23, 2263.499170, 2035.006411, 2160.666369, 1861.872349
24, 1467.308524, 1817.460140, 1817.460140, 1698.580020
25, 1057.290175, 2238.845203, 954.457374, 1817.460140
26, 2467.337962, 2171.742158, 2364.505161, 1188.532233
27, 1094.291058, 1879.856813, 1444.442674, 2531.476975
28, 1629.925738, 1717.290175, 1527.092937, 1444.442674
29, 3300.234917, 1455.949915, 3197.402116, 1761.167796
30, 1608.300849, 2668.811806, 1958.452465, 3139.591630
31, 1552.114863, 2289.925738, 1449.282062, 1958.452465
32, 3908.349572, 1969.959706, 3805.516771, 1683.356921
33, 4107.152949, 3178.700692, 1171.215230, 3928.546623
34, 3717.041835, 2212.114863, 4594.471764, 1171.215230
35, 1411.215230, 1182.722471, 4204.360650, 926.852229
36, 4284.237982, 4055.745223, 4181.405181, 4438.435509
37, 1105.458555, 1455.610171, 1455.610171, 1179.507707
38, 1419.507707, 1191.014948, 1316.674906, 1372.299227
39, 4685.004362, 4456.511603, 4582.171561, 5315.480040
40, 1550.905553, 1901.057169, 1901.057169, 959.415627
41, 1199.415627, 970.922868, 1096.582826, 5716.246420
42, 5474.723540, 5246.230781, 5371.890739, 5605.965598
43, 5349.605024, 1069.860156, 1069.860156, 5170.998698
44, 4824.501022, 5711.263881, 5836.923839, 1069.860156
45, 1309.860156, 5186.159879, 5311.819837, 5545.894696
46, 5208.924858, 4980.432099, 5106.092057, 5340.166916
47, 5470.010029, 5820.161645, 5820.161645, 5291.403703
48, 5389.679794, 5739.831410, 5739.831410, 5739.831410
49, 5957.243165, 5728.750406, 5854.410364, 5717.243165
50, 5454.753782, 5226.261023, 5351.920981, 979.328678
51, 3540.415495, 3311.922736, 3437.582694, 5585.995840
52, 1157.935004, 1508.086620, 1508.086620, 1478.671524
53, 1718.671524, 1490.178765, 1615.838723, 1544.372065
54, 3480.741627, 3252.248868, 3377.908826, 4571.657553
55, 1722.978391, 2073.130007, 2073.130007, 1997.257938
56, 2237.257938, 2008.765179, 2134.425137, 1711.164999
57, 4172.715707, 3944.222948, 4069.882906, 4511.983685
58, 1889.771325, 2239.922941, 2239.922941, 1998.558283
59, 2238.558283, 2010.065524, 2135.725482, 2142.090417
60, 3568.718047, 3340.225288, 3465.885246, 5203.957765
61, 2320.696743, 2670.848359, 2670.848359, 2620.713245
62, 2860.713245, 2632.220486, 2757.880444, 1576.955327
63, 4179.955387, 3951.462628, 4077.122586, 4599.960105
64, 1755.561653, 2105.713269, 2105.713269, 1289.355214
65, 1529.355214, 1300.862455, 1426.522413, 5211.197445
66, 4877.485467, 4648.992708, 4774.652666, 5008.727525
67, 5090.309040, 1050.813435, 1050.813435, 4911.702714
68, 5064.860456, 909.851986, 1035.511944, 1050.813435
69, 1290.813435, 5451.967897, 5577.627855, 1269.586803
70, 5191.032317, 1753.791967, 1753.791967, 5786.254130
71, 1448.193129, 6326.519313, 6452.179271, 1753.791967
72, 1993.791967, 5862.539558, 5988.199516, 6222.274375
73, 5617.342669, 5388.849910, 5514.509868, 5748.584727
74, 5839.964659, 6190.116275, 6190.116275, 5661.358333
75, 5729.022832, 6079.174448, 6079.174448, 6079.174448
76, 6310.277469, 6081.784710, 6207.444668, 6070.277469
77, 6258.340269, 6029.847510, 6155.507468, 6389.582327
78, 5954.440232, 5725.947473, 5851.607431, 6085.682290
79, 960.148574, 1310.300190, 1310.300190, 6028.933723
80, 951.478155, 6569.198906, 6694.858864, 1310.300190
81, 6797.691665, 5905.807436, 6031.467394, 1082.720213
82, 1155.283383, 5691.533594, 5817.193552, 6265.542253
83, 1676.092663, 1611.478155, 1611.478155, 1505.434999
84, 7034.300195, 1516.942240, 1642.602198, 1807.334721
85, 1057.072757, 6574.115518, 6699.775476, 6951.268411
86, 7720.026353, 2336.092663, 2336.092663, 1407.224373
87, 7702.608277, 1418.731614, 1544.391572, 981.868284
88, 7452.749841, 7224.257082, 7349.917040, 7833.850335
89, 1160.474610, 1510.626226, 1510.626226, 8112.749841
90, 1046.061045, 7986.779621, 943.228244, 7975.272380
91, 8215.272380, 7818.672397, 8112.439579, 1177.303103
92, 8357.013540, 6534.629119, 8707.165156, 8178.407214
93, 7072.970262, 1706.061045, 7423.121878, 7423.121878
94, 7339.210917, 7110.718158, 7236.378116, 7099.210917
95, 6966.195318, 6737.702559, 6863.362517, 982.830554
96, 6518.097742, 6289.604983, 6415.264941, 7097.437376
97, 1161.436880, 1511.588496, 1511.588496, 1491.388199
98, 1731.388199, 1502.895440, 1628.555398, 1228.655860
99, 7237.160653, 7008.667894, 7134.327852, 7549.339800
100, 1407.262186, 1757.413802, 1757.413802, 1548.197638
101, 1788.197638, 1559.704879, 1685.364837, 1718.293535
102, 7919.168361, 7690.675602, 7816.335560, 8268.402711
103, 1896.899861, 2247.051477, 2247.051477, 8579.168361
104, 1006.446706, 8327.771248, 903.613905, 8316.264007
105, 8556.264007, 8174.663295, 8453.431206, 1137.688764
106, 8713.004438, 6565.878168, 9063.156054, 8534.398112
107, 7104.219311, 1666.446706, 7454.370927, 7454.370927
108, 7369.615562, 7141.122803, 7266.782761, 7129.615562
109, 6968.088829, 6739.596070, 6865.256028, 7099.330887
110, 6623.404408, 6394.911649, 6520.571607, 6754.646466
111, 6829.041736, 1180.839636, 1180.839636, 6650.435410
112, 5394.484346, 7190.700593, 7316.360551, 1180.839636
113, 1420.839636, 5756.143203, 5881.803161, 6115.878020
114, 5682.849972, 5454.357213, 5580.017171, 5814.092030
115, 5589.978249, 1158.508795, 1158.508795, 5411.371923
116, 5548.110641, 1013.123184, 1138.783142, 1158.508795
117, 1398.508795, 5951.637106, 6077.297064, 1372.858001
118, 5894.793458, 1714.273290, 1714.273290, 6269.504315
119, 1551.464327, 1388.462269, 1514.122227, 1714.273290
120, 1954.273290, 6809.769498, 6935.429456, 1748.197086
121, 6295.890539, 2045.883370, 2045.883370, 6926.035516
122, 1926.803412, 7466.300699, 7591.960657, 2045.883370
123, 2285.883370, 6967.397780, 7093.057738, 7327.132597
124, 6690.782817, 6462.290058, 6587.950016, 6822.024875
125, 6859.169935, 1161.399728, 1161.399728, 6680.563609
126, 6569.000453, 7220.828792, 7346.488750, 1161.399728
127, 1401.399728, 6930.659310, 7056.319268, 7290.394127
128, 6979.182713, 6750.689954, 6876.349912, 7110.424771
129, 6378.260450, 6728.412066, 6728.412066, 6199.654124
130, 6214.491459, 6564.643075, 6564.643075, 6564.643075
131, 1092.504216, 6139.701718, 989.671415, 6128.194477
132, 6368.194477, 5742.328445, 6265.361676, 1223.746274
133, 6280.669588, 4736.449165, 977.597069, 6102.063262
134, 5274.790308, 1752.504216, 6767.988403, 977.597069
135, 1217.597069, 989.104310, 5762.109123, 5996.183982
136, 5611.919829, 5383.427070, 5509.087028, 5743.161887
137, 5346.441116, 5696.592732, 5696.592732, 5167.834790
138, 5044.277625, 5394.429241, 5394.429241, 5394.429241
139, 1090.532440, 5327.101258, 987.699639, 5315.594017
140, 5555.594017, 5301.766546, 5452.761216, 1221.774498
141, 5840.107689, 5064.672530, 6190.259305, 5661.501363
142, 5603.013673, 1750.532440, 5953.165289, 5953.165289
143, 6116.079928, 5887.587169, 6013.247127, 5876.079928
144, 5730.025269, 5501.532510, 5627.192468, 5861.267327
145, 5255.815523, 5027.322764, 5152.982722, 5387.057581
146, 983.338924, 1333.490540, 1333.490540, 4884.128896
147, 5652.886838, 5424.394079, 5550.054037, 1333.490540
148, 5159.768007, 4931.275248, 5056.935206, 5291.010065
149, 4702.467370, 4473.974611, 4599.634569, 4833.709428
150, 946.754700, 1296.906316, 1296.906316, 4751.588255
151, 5520.346197, 5291.853438, 5417.513396, 1296.906316
152, 4240.086655, 4011.593896, 4137.253854, 4371.328713
153, 3566.020928, 3337.528169, 3463.188127, 3697.262986
154, 3576.820332, 3926.971948, 3926.971948, 3398.214006
155, 3331.529881, 3681.681497, 3681.681497, 3681.681497
156, 3429.409836, 3200.917077, 3326.577035, 3189.409836
157, 3290.942586, 3062.449827, 3188.109785, 910.663308
158, 3251.648973, 3023.156214, 3148.816172, 3422.184644
159, 1089.269634, 1439.421250, 1439.421250, 3911.648973
160, 4052.828630, 3824.335871, 3949.995829, 3812.828630
161, 3748.599642, 3520.106883, 3645.766841, 3879.841700
162, 3385.844237, 3157.351478, 3283.011436, 3517.086295
163, 3685.594416, 4035.746032, 4035.746032, 3506.988090
164, 3564.715558, 3914.867174, 3914.867174, 3914.867174
165, 3065.796507, 2837.303748, 2962.963706, 2825.796507
166, 2982.444398, 2753.951639, 2879.611597, 3113.686456
167, 2667.740190, 2439.247431, 2564.907389, 2798.982248
168, 934.203378, 1284.354994, 1284.354994, 2397.610815
169, 1324.859430, 1096.366671, 1222.026629, 1284.354994
170, 3166.368757, 2937.875998, 3063.535956, 1456.101488
171, 1519.996856, 1870.148472, 1870.148472, 3173.741647
172, 1327.860129, 1099.367370, 1225.027328, 1870.148472
173, 3942.499589, 3714.006830, 3839.666788, 1459.102187
174, 4167.011381, 1119.474427, 1119.474427, 3988.405055
175, 4141.884714, 1124.259862, 1249.919820, 1119.474427
176, 1359.474427, 4528.670238, 4654.330196, 1483.994679
177, 4577.845231, 1868.567381, 1868.567381, 4863.278388
178, 1662.601005, 1036.756129, 1162.416087, 1868.567381
179, 2108.567381, 5403.543571, 5529.203529, 1396.490946
180, 5445.982823, 6137.845231, 6137.845231, 5609.087289
181, 1575.097272, 6105.982823, 6105.982823, 6105.982823
182, 988.336743, 5828.860140, 5954.520098, 5817.352899
183, 6057.352899, 5819.606151, 5945.266109, 1119.578801
184, 1024.773781, 5501.105454, 5626.765412, 6179.340968
185, 6948.098910, 1648.336743, 1648.336743, 1374.925397
186, 6629.598213, 1386.432638, 1512.092596, 6760.840271
187, 5803.035336, 5574.542577, 5700.202535, 5934.277394
188, 6059.916464, 1248.348466, 1248.348466, 5881.310138
189, 6044.770997, 6421.575321, 6547.235279, 1248.348466
190, 1488.348466, 6406.429854, 6532.089812, 6766.164671
191, 6434.493490, 6206.000731, 6331.660689, 6565.735548
192, 5836.944030, 6187.095646, 6187.095646, 5658.337704
193, 5704.949070, 6055.100686, 6055.100686, 6055.100686
194, 6235.427536, 6006.934777, 6132.594735, 5995.427536
195, 6024.221230, 5795.728471, 5921.388429, 6155.463288
196, 5888.798022, 5660.305263, 5785.965221, 6020.040080
197, 5964.354402, 1007.315325, 1007.315325, 5785.748076
198, 5842.573419, 935.138945, 1060.798903, 1007.315325
199, 1247.315325, 6326.013259, 6451.673217, 1294.873762
200, 6186.862967, 1042.547109, 1042.547109, 6563.967093
201, 1473.480088, 7104.232276, 7229.892234, 1042.547109
202, 1282.547109, 6858.370208, 6984.030166, 7218.105025
203, 6852.476155, 6623.983396, 6749.643354, 6983.718213
204, 7109.378303, 7459.529919, 7459.529919, 6930.771977
205, 7001.652820, 7351.804436, 7351.804436, 7351.804436
206, 6587.511097, 6359.018338, 6484.678296, 6347.511097
207, 5950.765160, 5722.272401, 5847.932359, 974.955876
208, 5520.454475, 5291.961716, 5417.621674, 6082.007218
209, 1153.562202, 1503.713818, 1503.713818, 1186.734957
210, 1426.734957, 1198.242198, 1323.902156, 1390.453124
211, 6178.525966, 5950.033207, 6075.693165, 6551.696533
212, 1569.059450, 1919.211066, 1919.211066, 1896.405834
213, 2136.405834, 1907.913075, 2033.573033, 1515.384849
214, 6890.688959, 6662.196200, 6787.856158, 7209.768024
215, 1693.991175, 2044.142791, 2044.142791, 7550.688959
216, 6999.903280, 6771.410521, 6897.070479, 6759.903280
217, 6590.847461, 6362.354702, 6488.014660, 6722.089519
218, 6412.127483, 6183.634724, 6309.294682, 6543.369541
219, 6500.509023, 6850.660639, 6850.660639, 6321.902697
220, 5578.595590, 5928.747206, 5928.747206, 5928.747206
221, 5294.924914, 5066.432155, 5192.092113, 5054.924914
222, 5278.446835, 5049.954076, 5175.614034, 5409.688893
223, 5268.491498, 5039.998739, 5165.658697, 5399.733556
224, 5236.930711, 5587.082327, 5587.082327, 5058.324385
225, 5140.603093, 5490.754709, 5490.754709, 5490.754709
226, 5195.502212, 4967.009453, 5092.669411, 4955.502212
227, 4496.041921, 4267.549162, 4393.209120, 4627.283979
228, 4166.226961, 3937.734202, 4063.394160, 4297.469019
229, 952.501413, 1302.653029, 1302.653029, 4085.542192
230, 4854.300134, 4625.807375, 4751.467333, 1302.653029
231, 4406.097905, 4177.605146, 4303.265104, 4537.339963
232, 4181.688260, 3953.195501, 4078.855459, 4312.930318
233, 4034.111977, 4384.263593, 4384.263593, 3855.505651
234, 3777.316826, 4127.468442, 4127.468442, 4127.468442
235, 4043.481713, 3814.988954, 3940.648912, 3803.481713
236, 3873.811869, 3645.319110, 3770.979068, 4005.053927
237, 3776.733237, 3548.240478, 3673.900436, 3907.975295
238, 985.015402, 1335.167018, 1335.167018, 3436.307974
239, 1272.052885, 1043.560126, 1169.220084, 1335.167018
240, 4205.065916, 3976.573157, 4102.233115, 1403.294943
241, 1166.892297, 1517.043913, 1517.043913, 3980.983698
242, 1225.490131, 996.997372, 1122.657330, 1517.043913
243, 4749.741640, 4521.248881, 4646.908839, 1356.732189
244, 1474.466982, 1824.618598, 1824.618598, 4482.360793
245, 962.053250, 5022.625976, 5148.285934, 1824.618598
246, 5251.118735, 4979.694299, 5105.354257, 1093.295308
247, 5518.035442, 4488.974350, 4614.634308, 5339.429116
248, 5027.315493, 1622.053250, 1622.053250, 5377.467109
249, 4934.682111, 4706.189352, 4831.849310, 4694.682111
